,Term,Label,doc_present,rdf_present,Definition
2700,washout,prefLabel,False,True,
2701,water,prefLabel,False,True,
2702,weapon-essential,prefLabel,False,True,
2703,weapon system,prefLabel,True,True,
2704,weapon system availability,prefLabel,True,True,
2705,weapon system designator,prefLabel,False,True,
2706,weapon system designator code (WSDC),prefLabel,False,True,
2707,weapon system end item,prefLabel,False,True,
2708,weapon system essentiality code,prefLabel,False,True,
2709,weapon system essentiality coding,prefLabel,False,True,
2710,weapon system readiness goals,prefLabel,False,True,
2711,weapon system support program (WSSP),prefLabel,False,True,
2712,Weapons System Support Program (WSSP),prefLabel,False,True,
2713,weighted moving average,prefLabel,False,True,
2714,white goods,prefLabel,False,True,
2715,wholesale distribution depot,prefLabel,False,True,
2716,wholesale records,prefLabel,False,True,
2717,Wilson EOQ,prefLabel,False,True,
2718,wireless local area network standard (WLANS),prefLabel,False,True,
2719,withheld aircraft,prefLabel,True,True,
2720,woodland BDU,prefLabel,False,True,
2721,woodland dress uniform,prefLabel,False,True,
2722,working capital fund (WCF),prefLabel,False,True,
2723,Worldwide Express (WWX),prefLabel,False,True,
2724,wright patterson afb (WPAFB),prefLabel,False,True,
2725,x ray,prefLabel,False,True,
2726,young men's christian association (YMCA),prefLabel,False,True,
2727,zone improvement plan (ZIP),prefLabel,False,True,
2728,zone of interior (ZI),prefLabel,False,True,
2729,three-color woodland battle dress uniform,altLabel,False,True,
2730,Three-color woodland BDU,altLabel,False,True,
2731,three color woodland battle dress uniform,altLabel,False,True,
2732,three color woodland BDU,altLabel,False,True,
2733,abandoned,altLabel,False,True,
2734,abandonment/destruction,altLabel,False,True,
2735,above-ground storage tank,altLabel,False,True,
2736,accountable officer,altLabel,True,True,
2737,accredited standards committee,altLabel,False,True,
2738,acquisition advice code,altLabel,False,True,
2739,acquisition category,altLabel,False,True,
2740,acquisition method code,altLabel,False,True,
2741,acquisition method code/acquisition method suffix code,altLabel,False,True,
2742,acquisition method suffix code,altLabel,False,True,
2743,action-taken codes,altLabel,False,True,
2744,activity address code,altLabel,False,True,
2745,Activity code from,altLabel,False,True,
2746,Activity code to,altLabel,False,True,
2747,administrative lead time,altLabel,False,True,
2748,administrative leadtime,altLabel,False,True,
2749,advanced concept technology demonstration,altLabel,False,True,
2750,Aerial Port of Debarkation,altLabel,False,True,
2751,APOD,altLabel,False,True,
2752,Aerial Port of Embarkation,altLabel,False,True,
2753,APOE,altLabel,False,True,
2754,Aerospace Maintenance and Regeneration Group,altLabel,False,True,
2755,AF global logistics support center,altLabel,False,True,
2756,air force,altLabel,False,True,
2757,Air Force Airmen's Battle Uniform,altLabel,False,True,
2758,ABDU,altLabel,False,True,
2759,air force base,altLabel,False,True,
2760,Air Force Institute for Operational Health,altLabel,False,True,
2761,"Air Force Institute for Operational Health, Air Force Radioactive and Mixed Waste Office",altLabel,False,True,
2762,"Air Force Institute for Operational Health, Chemical Analysis Division",altLabel,False,True,
2763,air force instruction,altLabel,False,True,
2764,air force joint instruction,altLabel,False,True,
2765,AFJMAN,altLabel,False,True,
2766,air force joint manual,altLabel,False,True,
2767,air force manual,altLabel,False,True,
2768,air force materiel command,altLabel,False,True,
2769,Air Force Radioactive and Mixed Waste Office,altLabel,False,True,
2770,air force regulation,altLabel,False,True,
2771,air force technical order,altLabel,False,True,
2772,Air Logistics Command,altLabel,False,True,
2773,Air Mobility Command,altLabel,False,True,
2774,military airlift command,altLabel,False,True,
2775,aircraft,altLabel,True,True,
2776,aircraft number,altLabel,False,True,
2777,ACA,altLabel,False,True,
2778,Airlift Clearance Authority,altLabel,False,True,
2779,airworthiness directive,altLabel,False,True,
2780,alcohol tobacco and firearms,altLabel,False,True,
2781,all terrain vehicle,altLabel,False,True,
2782,american national standards institute,altLabel,False,True,
2783,ansi incits standard,altLabel,False,True,
2784,Technology Standards,altLabel,False,True,
2785,American National Standards Institute and the International Committee for Information Technology Standards,altLabel,False,True,
2786,American Society for Testing and Materials,altLabel,False,True,
2787,ammo,altLabel,False,True,
2788,ammunition and explosives,altLabel,False,True,
2789,"ammunition, explosives, and dangerous articles",altLabel,False,True,
2790,anticipated not-mission-capable supply,altLabel,False,True,
2791,approved acquisition objective,altLabel,False,True,
2792,area of responsibility,altLabel,False,True,
2793,AAE,altLabel,False,True,
2794,"arms, ammunition  explosives",altLabel,False,True,
2795,"arms, ammunition, and explosives",altLabel,False,True,
2796,Armstrong Laboratory Occupational Medicine Division,altLabel,False,True,
2797,Army  Air Force Exchange Service,altLabel,False,True,
2798,army combat uniform,altLabel,False,True,
2799,army electronic product support,altLabel,False,True,
2800,Army Post Office,altLabel,False,True,
2801,army regulation,altLabel,False,True,
2802,artificial intelligence,altLabel,False,True,
2803,asbestos-containing materials,altLabel,False,True,
2804,asbestos-contaminated,altLabel,False,True,
2805,assistant chief for operational support,altLabel,False,True,
2806,assistant secretary of defense,altLabel,False,True,
2807,ASD(A),altLabel,False,True,
2808,Assistant Secretary of Defense for Acquisition,altLabel,False,True,
2809,"Assistant Secretary of Defense for Command, Control, Communications, and Intelligence",altLabel,False,True,
2810,ASD(EI),altLabel,False,True,
2811,"Assistant Secretary of Defense for Energy, Installations and Environment",altLabel,False,True,
2812,ASD L,altLabel,False,True,
2813,Assistant Secretary of Defense for Logistics  Materiel Readiness,altLabel,False,True,
2814,ASD(S),altLabel,False,True,
2815,Assistant Secretary of Defense for Sustainment,altLabel,False,True,
2816,attitude and heading reference system,altLabel,False,True,
2817,automated information system,altLabel,False,True,
2818,automatic data processing,altLabel,False,True,
2819,automatic data processing equipment,altLabel,False,True,
2820,automatic digital network,altLabel,False,True,
2821,automatic identification data capture,altLabel,False,True,
2822,automatic identification technology,altLabel,False,True,
2823,auxiliary output chip,altLabel,False,True,
2824,aviation consolidated allowance list,altLabel,False,True,
2825,awaiting carcasses,altLabel,False,True,
2826,awaiting maintenance,altLabel,False,True,
2827,awaiting-parts,altLabel,False,True,
2828,awaiting parts,altLabel,False,True,
2829,bar code,altLabel,False,True,
2830,base realignment  closure,altLabel,False,True,
2831,base realignment and closure,altLabel,False,True,
2832,batch lot,altLabel,False,True,
2833,battle dress over garments,altLabel,False,True,
2834,battle dress uniform,altLabel,False,True,
2835,bio-environmental,altLabel,False,True,
2836,blue grass army depot,altLabel,False,True,
2837,boat inventory manager,altLabel,False,True,
2838,building,altLabel,True,True,
2839,bulletproof,altLabel,False,True,
2840,"bureau of alcohol, tobacco and firearms",altLabel,False,True,
2841,Business Partner Network Support Environment,altLabel,False,True,
2842,BPNSE registration system,altLabel,False,True,
2843,Business Partner Network Support Environment (BPNSE) Registration System,altLabel,False,True,
2844,card identification code,altLabel,False,True,
2845,care of supplies in storage,altLabel,False,True,
2846,cartridge actuated device,altLabel,False,True,
2847,cartridge actuated device and/or propellant actuated device,altLabel,False,True,
2848,cathode ray tube,altLabel,False,True,
2849,centigrays,altLabel,False,True,
2850,central processing unit,altLabel,False,True,
2851,centralized issue facilities,altLabel,False,True,
2852,Chairman of the Joint Chiefs of Staff,altLabel,False,True,
2853,Chairman of the Joint Chiefs of Staff Manual,altLabel,False,True,
2854,chemical agent resistant coating,altLabel,False,True,
2855,chemical defense equipment,altLabel,False,True,
2856,chemical material,altLabel,False,True,
2857,chemical materials agency,altLabel,False,True,
2858,chemical weapons,altLabel,False,True,
2859,chemical weapons convention,altLabel,False,True,
2860,"chemical, biological, radiological, and nuclear-defense",altLabel,False,True,
2861,"chemical, biological, radiological, and nuclear-individual protective equipment",altLabel,False,True,
2862,CBRN-D/IPE,altLabel,False,True,
2863,"chemical, biological, radiological, nuclear-defense individual protective equipment",altLabel,False,True,
2864,NBC clothing,altLabel,False,True,
2865,"chemical, biological, radiological, nuclear",altLabel,False,True,
2866,chief financial officer,altLabel,False,True,
2867,Chief Information Officer,altLabel,False,True,
2868,chlorobromomethane/bromochloromethane,altLabel,False,True,
2869,chlorofluorocarbons,altLabel,False,True,
2870,circuit card assembly,altLabel,False,True,
2871,civilian air patrol,altLabel,False,True,
2872,class of supply,altLabel,False,True,
2873,clean-up,altLabel,False,True,
2874,clothing  textiles,altLabel,False,True,
2875,code of federal regulations,altLabel,False,True,
2876,Combatant Commander,altLabel,False,True,
2877,Combatant Craft Department,altLabel,False,True,
2878,Commander U.S. Transportation Command,altLabel,False,True,
2879,commerce control list,altLabel,False,True,
2880,commerce control list item-export control classification,altLabel,False,True,
2881,commerce control list item-export control classification number,altLabel,False,True,
2882,commerce control list item,altLabel,False,True,
2883,commercial-off-the-shelf,altLabel,False,True,
2884,commercial,altLabel,False,True,
2885,commercial and government entity,altLabel,False,True,
2886,commercial space launch act,altLabel,False,True,
2887,commodity integrated materiel manager,altLabel,False,True,
2888,common access card,altLabel,True,True,
2889,communications security,altLabel,False,True,
2890,compact disc read only memory,altLabel,False,True,
2891,compact disc,altLabel,False,True,
2892,compact disk,altLabel,False,True,
2893,complete discharge device,altLabel,False,True,
2894,"Comprehensive Environmental Response, Compensation and Liability Act",altLabel,False,True,
2895,computers for learning,altLabel,False,True,
2896,consolidated materiel manager,altLabel,False,True,
2897,Consolidated Shipboard/Shore-Based Allowance List,altLabel,False,True,
2898,consolidation and containerization point,altLabel,False,True,
2899,consumable-item,altLabel,False,True,
2900,consumer-level,altLabel,False,True,
2901,Continental United States,altLabel,False,True,
2902,contingency retention munitions stock,altLabel,False,True,
2903,contingency retention stock,altLabel,False,True,
2904,contract data requirements list,altLabel,False,True,
2905,contract line item number,altLabel,True,True,
2906,contracting officer's representative,altLabel,False,True,
2907,contracting officer representative,altLabel,False,True,
2908,contractor-supplied,altLabel,False,True,
2909,contractor supplied,altLabel,False,True,
2910,contractor-furnished materiel,altLabel,False,True,
2911,contractor logistics support,altLabel,True,True,
2912,contractor logistics support/performance based logistics,altLabel,False,True,
2913,controlled cryptographic item,altLabel,False,True,
2914,controlled inventory item,altLabel,False,True,
2915,controlled item,altLabel,False,True,
2916,controlled inventory item code,altLabel,False,True,
2917,controlled property verification office,altLabel,False,True,
2918,conventional munitions inventory,altLabel,False,True,
2919,cooperative logistics supply support arrangements,altLabel,False,True,
2920,Core Component Type,altLabel,False,True,
2921,Corps of Engineers,altLabel,False,True,
2922,cost effective,altLabel,False,True,
2923,cost benefit analysis,altLabel,False,True,
2924,counterfeit material,altLabel,False,True,
2925,critical safety items/flight safety critical aircraft parts,altLabel,False,True,
2926,crypto,altLabel,False,True,
2927,cubic foot,altLabel,False,True,
2928,customer wait time,altLabel,False,True,
2929,date of advice,altLabel,False,True,
2930,date of request,altLabel,False,True,
2931,date repair part required,altLabel,False,True,
2932,date technical data to be supplied,altLabel,False,True,
2933,defective non repairable,altLabel,False,True,
2934,defense acquisition program manager,altLabel,False,True,
2935,Defense Ammunition Center,altLabel,False,True,
2936,defense automatic addressing system,altLabel,False,True,
2937,Defense Contract Management Agency,altLabel,False,True,
2938,defense criminal investigative office,altLabel,False,True,
2939,Defense Federal Acquisition Regulation Supplement,altLabel,False,True,
2940,defense finance and accounting service,altLabel,False,True,
2941,defense fuel support points,altLabel,False,True,
2942,Defense Inactive Item Program,altLabel,False,True,
2943,defense information systems agency,altLabel,False,True,
2944,Defense Integrated Materiel Management Program,altLabel,False,True,
2945,defense logistics agency,altLabel,False,True,
2946,Defense Logistics Agency Small Arms/Light Weapons,altLabel,False,True,
2947,Defense Logistics Agency Small Arms/Light Weapons Serialization Program,altLabel,False,True,
2948,Defense Logistics Management Standards Office,altLabel,False,True,
2949,Defense Logistics Management System,altLabel,False,True,
2950,defense logistics manual,altLabel,False,True,
2951,Defense Logistics Standard Systems,altLabel,False,True,
2952,defense materiel disposal program,altLabel,False,True,
2953,defense nuclear agency,altLabel,False,True,
2954,defense packaging policy group,altLabel,False,True,
2955,Defense Procurement and Acquisition Policy,altLabel,False,True,
2956,defense reutilization and marketing office,altLabel,False,True,
2957,defense reutilization and marketing service,altLabel,False,True,
2958,Defense Security Cooperation Agency,altLabel,False,True,
2959,defense supply center,altLabel,False,True,
2960,defense supply center richmond va,altLabel,False,True,
2961,Defense Support of Civil Authorities,altLabel,False,True,
2962,defense switched network,altLabel,False,True,
2963,Defense Threat Reduction Agency,altLabel,False,True,
2964,defense transporation regulation,altLabel,False,True,
2965,Defense Transportation Coordination Initiative,altLabel,False,True,
2966,defense transportation electronic business,altLabel,False,True,
2967,Defense Transportation System,altLabel,False,True,
2968,"defense, accountability, reutilization, and destruction",altLabel,False,True,
2969,demand data exchange,altLabel,False,True,
2970,demand development period,altLabel,False,True,
2971,DEMIL required,altLabel,False,True,
2972,department of commerce,altLabel,False,True,
2973,department of defense,altLabel,False,True,
2974,Department of Defense Food Service Program,altLabel,False,True,
2975,Department of Defense Form,altLabel,False,True,
2976,department of energy-defense nuclear agency,altLabel,False,True,
2977,department of energy,altLabel,False,True,
2978,department of justice,altLabel,False,True,
2979,department of navy,altLabel,False,True,
2980,department of state,altLabel,False,True,
2981,department of transportation,altLabel,False,True,
2982,depot-level reparable,altLabel,True,True,
2983,depot-level repairable item,altLabel,False,True,
2984,depot level repairable item,altLabel,False,True,
2985,depot-repair-cycle,altLabel,False,True,
2986,depot-repair,altLabel,False,True,
2987,depot overhaul,altLabel,False,True,
2988,depot repair,altLabel,False,True,
2989,Deputy Assistant Secretary of Defense,altLabel,False,True,
2990,ODASD(SCI),altLabel,False,True,
2991,Deputy Under Secretary of Defense,altLabel,False,True,
2992,Deputy Under Secretary of Defense for Logistics and Materiel Readiness,altLabel,False,True,
2993,desert camouflage uniform,altLabel,False,True,
2994,design change notice,altLabel,False,True,
2995,dichlorodiphenyltricloroethane,altLabel,False,True,
2996,direct vendor delivery,altLabel,False,True,
2997,disposal condition code,altLabel,False,True,
2998,Disposal Policy Working Group,altLabel,False,True,
2999,disposal turn-in document,altLabel,False,True,
3000,distribution process owner,altLabel,False,True,
3001,DLA directive,altLabel,False,True,
3002,DLA Disposition Services Automated Information System,altLabel,False,True,
3003,Enterprise Business Standards Office,altLabel,False,True,
3004,Enterprise Business Standards Office (EBSO),altLabel,False,True,
3005,Defense Logistics Agency Instruction,altLabel,False,True,
3006,dla instruction,altLabel,False,True,
3007,dla logistics information service,altLabel,False,True,
3008,dla manual,altLabel,False,True,
3009,dla regulation,altLabel,False,True,
3010,DLA support team,altLabel,False,True,
3011,Defense Logistics Agency (DLA) Troop Support,altLabel,False,True,
3012,DLMS Data Manager,altLabel,False,True,
3013,DoD logistics DLMS data manager,altLabel,False,True,
3014,DLMS IC,altLabel,False,True,
3015,DLMS Implementation Convention,altLabel,False,True,
3016,document control serial number,altLabel,False,True,
3017,document identifier,altLabel,False,True,
3018,document identifier code,altLabel,False,True,
3019,DoD activity address code,altLabel,False,True,
3020,DoD activity address directory,altLabel,False,True,
3021,DoD DEMIL coding management office,altLabel,False,True,
3022,DoD DEMIL Life Cycle Planning Center,altLabel,False,True,
3023,DoD DEMIL program course,altLabel,False,True,
3024,DoD DEMIL program manager,altLabel,False,True,
3025,DoD DEMIL program office,altLabel,False,True,
3026,DoD directive,altLabel,False,True,
3027,Department of Defense Executive Agent,altLabel,False,True,
3028,DoD Executive Agent,altLabel,False,True,
3029,DoD explosives safety board,altLabel,False,True,
3030,DoD humanitarian assistance program,altLabel,False,True,
3031,DoD instruction,altLabel,False,True,
3032,DoD manual,altLabel,False,True,
3033,DoD reclamation work group,altLabel,False,True,
3034,DoD small arms/light weapons serialization program,altLabel,False,True,
3035,drug enforcement administration,altLabel,False,True,
3036,dun and bradstreet universal numbering system,altLabel,False,True,
3037,economic retention munition stock,altLabel,False,True,
3038,economic retention stock,altLabel,False,True,
3039,EA,altLabel,False,True,
3040,effective transfer date,altLabel,False,True,
3041,Eighth Army Facilities Engineers,altLabel,False,True,
3042,electrocardiogram,altLabel,False,True,
3043,electronic data interchange,altLabel,False,True,
3044,electronic product code,altLabel,False,True,
3045,electronic turn-in document,altLabel,False,True,
3046,electronic waste,altLabel,False,True,
3047,end-of-screening date,altLabel,False,True,
3048,end-use certificate,altLabel,True,True,
3049,end-user certificate,altLabel,False,True,
3050,end use certificate,altLabel,True,True,
3051,end user certificate,altLabel,False,True,
3052,engineering data for provisioning,altLabel,False,True,
3053,engineering support activity,altLabel,True,True,
3054,enterprise resource planning,altLabel,False,True,
3055,enterprise service provider,altLabel,False,True,
3056,environmental protection agency,altLabel,False,True,
3057,error correction code,altLabel,False,True,
3058,essentiality code,altLabel,False,True,
3059,excess defense articles,altLabel,False,True,
3060,Executive Secretary,altLabel,False,True,
3061,expended small arms cartridge cases,altLabel,False,True,
3062,explosive material,altLabel,False,True,
3063,explosive ordnance,altLabel,True,True,
3064,explosive ordnance disposal,altLabel,False,True,
3065,export administration regulations,altLabel,False,True,
3066,export control classification numbers,altLabel,False,True,
3067,export control program,altLabel,False,True,
3068,Extensible Markup Language,altLabel,False,True,
3069,federal,altLabel,False,True,
3070,federal acquisition regulation,altLabel,False,True,
3071,federal acquisition regulation/department of defense,altLabel,False,True,
3072,Federal Aviation Administration,altLabel,False,True,
3073,federal catalog committee,altLabel,False,True,
3074,FCA,altLabel,False,True,
3075,federal civil agencies,altLabel,False,True,
3076,federal civil agency,altLabel,False,True,
3077,federal civilian agencies,altLabel,False,True,
3078,Federal Communications Commission,altLabel,False,True,
3079,federal disposal system,altLabel,False,True,
3080,federal emergency management agency,altLabel,False,True,
3081,federal excess personal,altLabel,False,True,
3082,federal excess personal property,altLabel,False,True,
3083,"Federal Insecticide, Fungicide, and Rodenticide Act",altLabel,False,True,
3084,federal logistics data,altLabel,False,True,
3085,federal management regulation,altLabel,False,True,
3086,Federal Property Management Regulation,altLabel,False,True,
3087,federal standard,altLabel,True,True,
3088,federal supply class,altLabel,False,True,
3089,federal supply group,altLabel,False,True,
3090,final governing standards,altLabel,False,True,
3091,Financial Management Regulation,altLabel,False,True,
3092,first-in-first-out,altLabel,False,True,
3093,"first-in, first-out",altLabel,False,True,
3094,fiscal year,altLabel,False,True,
3095,flameless ration heater,altLabel,False,True,
3096,flight safety critical aircraft part,altLabel,False,True,
3097,FSCAP parts,altLabel,False,True,
3098,food and drug administration,altLabel,False,True,
3099,for official use only,altLabel,False,True,
3100,force protection,altLabel,True,True,
3101,FAD,altLabel,False,True,
3102,force/activity designator,altLabel,False,True,
3103,FEPP personal property,altLabel,False,True,
3104,FEPP property,altLabel,False,True,
3105,foreign excess personal property,altLabel,True,True,
3106,foreign military sales,altLabel,True,True,
3107,forestry service,altLabel,False,True,
3108,foreward distribution point,altLabel,False,True,
3109,forward distribution point,altLabel,False,True,
3110,forward support team,altLabel,False,True,
3111,gaining inventory manager,altLabel,False,True,
3112,gas chromatography,altLabel,False,True,
3113,gas particulate filter,altLabel,False,True,
3114,gas particulate filter unit,altLabel,False,True,
3115,generating activities,altLabel,False,True,
3116,gigahertz,altLabel,False,True,
3117,global combat support system,altLabel,False,True,
3118,global information grid,altLabel,False,True,
3119,DoD Global Information Grid (GIG) Enterprise Services,altLabel,False,True,
3120,Global Information Grid (GIG) Enterprise Services,altLabel,False,True,
3121,Global Positioning System - Survey System,altLabel,False,True,
3122,global positioning system,altLabel,False,True,
3123,Global Pre-positioned Materiel Capabilities Working Group,altLabel,False,True,
3124,Go-Ability with Overall Economy and Reliability,altLabel,False,True,
3125,government-furnished equipment,altLabel,False,True,
3126,government-furnished material,altLabel,False,True,
3127,government-furnished materiel,altLabel,False,True,
3128,government-industry data exchange program,altLabel,False,True,
3129,Government-wide point of entry,altLabel,False,True,
3130,government,altLabel,False,True,
3131,government accountability office,altLabel,False,True,
3132,government bill of lading,altLabel,False,True,
3133,GOVERNMENT OFF-THE-SHELF,altLabel,False,True,
3134,government owned-contractor operated,altLabel,False,True,
3135,ground fault circuit interrupter,altLabel,False,True,
3136,ground precautionary message,altLabel,False,True,
3137,Guidance for Employment of the Force,altLabel,False,True,
3138,GEF,altLabel,False,True,
3139,gyro,altLabel,False,True,
3140,hazardous material,altLabel,True,True,
3141,HM,altLabel,False,True,
3142,hazardous materials table,altLabel,False,True,
3143,hazardous materiel indicator code,altLabel,False,True,
3144,hazardous materiel information resource system,altLabel,False,True,
3145,hazardous property,altLabel,False,True,
3146,hazardous technical information service,altLabel,False,True,
3147,hazardous waste,altLabel,True,True,
3148,Hazardous Waste Profile Sheet,altLabel,False,True,
3149,headquarters,altLabel,False,True,
3150,headquarters air force materiel command,altLabel,False,True,
3151,headquarters department of the army,altLabel,False,True,
3152,HIGH MOBILITY MULTI-WHEELED VEHICLES,altLabel,False,True,
3153,historically black colleges and universities,altLabel,False,True,
3154,host-nation,altLabel,False,True,
3155,Humanitarian Assistance Program,altLabel,False,True,
3156,hydro chlorofluorocarbon,altLabel,False,True,
3157,hydrofluorocarbon,altLabel,False,True,
3158,identification,altLabel,True,True,
3159,identification friend or foe,altLabel,False,True,
3160,in-transit control system,altLabel,False,True,
3161,in-transit visibility,altLabel,False,True,
3162,in accordance with,altLabel,False,True,
3163,individual protective equipment,altLabel,False,True,
3164,information for bid,altLabel,False,True,
3165,information technology,altLabel,True,True,
3166,infrared,altLabel,False,True,
3167,initial operational capability,altLabel,False,True,
3168,inspector general,altLabel,False,True,
3169,Installation MARS Director,altLabel,False,True,
3170,Institute of Electrical and Electronics Engineers,altLabel,False,True,
3171,Intagrated Materiel Manager Supply Support Request,altLabel,False,True,
3172,Integrated Logistics and Maintenance Office,altLabel,False,True,
3173,Integrated Logistics Support Center,altLabel,False,True,
3174,Integrated Materiel Management Committee,altLabel,False,True,
3175,integrated materiel manager,altLabel,True,True,
3176,integrity code,altLabel,False,True,
3177,inter-service support agreements,altLabel,False,True,
3178,intermediate level,altLabel,False,True,
3179,International Committee for Information Technology Standards,altLabel,False,True,
3180,international maritime dangerous goods,altLabel,False,True,
3181,International Organization for Standardization,altLabel,False,True,
3182,International Organization for Standardization and the International Electrotechnical Commission,altLabel,False,True,
3183,International Standards for Phytosanitary Measures,altLabel,False,True,
3184,international traffic in arms regulation,altLabel,False,True,
3185,internet provider,altLabel,False,True,
3186,interservice support agreement,altLabel,False,True,
3187,inventory control effectiveness,altLabel,False,True,
3188,ICE report,altLabel,False,True,
3189,inventory control point,altLabel,False,True,
3190,invitational travel authorization,altLabel,True,True,
3191,Iranian-titled assets,altLabel,False,True,
3192,Iranian assets,altLabel,False,True,
3193,IRANIAN NON-TITLED ASSETS,altLabel,False,True,
3194,issue priority group,altLabel,False,True,
3195,Item Entry Code,altLabel,False,True,
3196,item management coding,altLabel,False,True,
3197,item management coding activity,altLabel,False,True,
3198,item manager,altLabel,False,True,
3199,item serial number,altLabel,False,True,
3200,item standardization code,altLabel,False,True,
3201,Item Unique Identification,altLabel,False,True,
3202,joint captured materiel exploitation center,altLabel,False,True,
3203,Joint Chiefs of Staff,altLabel,False,True,
3204,Joint Contingency Acquisition Support Office,altLabel,False,True,
3205,joint cross service group,altLabel,False,True,
3206,Joint Deployment and Distribution Enterprise Community of Interest,altLabel,False,True,
3207,Joint Engineering Support Instruction,altLabel,False,True,
3208,joint equipment assessment program,altLabel,False,True,
3209,joint equipment assessment program for chemical and biological defense,altLabel,False,True,
3210,Joint Force Commanders,altLabel,False,True,
3211,joint forces command,altLabel,False,True,
3212,Joint Logistics Commander,altLabel,False,True,
3213,joint logistics enterprise,altLabel,False,True,
3214,Joint Materiel Priorities and Allocation Board,altLabel,False,True,
3215,Joint Operation Planning and Execution System,altLabel,False,True,
3216,joint operational area,altLabel,False,True,
3217,joint physical inventory working group,altLabel,False,True,
3218,joint pub,altLabel,False,True,
3219,joint publication,altLabel,False,True,
3220,Joint Regional Inventory Materiel Management,altLabel,False,True,
3221,"Joint Service Nuclear, Biological, and Chemical Defense Equipment Assessment Program",altLabel,False,True,
3222,Joint Small Arms and Light Weapons Coordinating Group,altLabel,False,True,
3223,Joint Theater Support Contracting Command,altLabel,False,True,
3224,Joint Water Resources Management Action Group,altLabel,False,True,
3225,kilo,altLabel,False,True,
3226,kilogram,altLabel,False,True,
3227,kilometer,altLabel,False,True,
3228,lab,altLabel,False,True,
3229,laboratory development equipment,altLabel,False,True,
3230,land disposal restrictions,altLabel,False,True,
3231,latest acquisition cost,altLabel,False,True,
3232,law enforcement activity,altLabel,False,True,
3233,law enforcement support office,altLabel,False,True,
3234,laws and regulations,altLabel,False,True,
3235,lead-time,altLabel,False,True,
3236,leadtime,altLabel,False,True,
3237,length,altLabel,False,True,
3238,letter of offer and acceptance,altLabel,False,True,
3239,letters of offer and acceptance,altLabel,False,True,
3240,life-of-type,altLabel,False,True,
3241,life cycle management command,altLabel,False,True,
3242,light tactical vehicle,altLabel,False,True,
3243,light weapon,altLabel,False,True,
3244,limited technical inspection,altLabel,False,True,
3245,line item advice code,altLabel,False,True,
3246,line item advice transaction,altLabel,False,True,
3247,line item supply support request,altLabel,False,True,
3248,local item number,altLabel,False,True,
3249,local redevelopment authority,altLabel,True,True,
3250,local stock number,altLabel,False,True,
3251,logistics cost baseline,altLabel,False,True,
3252,logistic reassignment,altLabel,False,True,
3253,logistic reassignments,altLabel,False,True,
3254,Logistics  Materiel Readiness,altLabel,False,True,
3255,Logistics and Materiel Readiness,altLabel,False,True,
3256,Logistics  Materiel Readiness/Supply Chain Integration,altLabel,False,True,
3257,logistics element manager,altLabel,False,True,
3258,Logistics Metrics Analysis Reporting System,altLabel,False,True,
3259,logistics response times,altLabel,False,True,
3260,Logistics Support Activity,altLabel,False,True,
3261,Losing Inventory Manager,altLabel,False,True,
3262,losing inventory manager/gaining inventory manager,altLabel,False,True,
3263,low-level radioactive waste,altLabel,False,True,
3264,low-rate initial production,altLabel,False,True,
3265,lower explosion level,altLabel,False,True,
3266,maintenance requirements list,altLabel,False,True,
3267,major command,altLabel,False,True,
3268,major defense acquisition program,altLabel,False,True,
3269,major organizational entity,altLabel,False,True,
3270,management control activity,altLabel,False,True,
3271,Apply prevention and early detection procedures to minimize the presence of counterfeit materiel,altLabel,False,True,
3272,"Develop, establish, and maintain performance metrics to assess the risks posed by counterfeit materiel",altLabel,False,True,
3273,Document all occurrences of suspect and confirmed counterfeit materiel,altLabel,False,True,
3274,"implement anti-counterfeiting measures, strategies, plans, and programs",altLabel,False,True,
3275,"investigate, analyze, and assess all cases of suspected counterfeit materiel",altLabel,False,True,
3276,"Notify DoD criminal investigative organizations, or intelligence authorities,",altLabel,False,True,
3277,report all occurrences of suspect and confirmed counterfeit materiel:,altLabel,False,True,
3278,GSA and other Federal agency representatives are authorized to screen FEPP may be transferred by the Secretary of Defense,altLabel,False,True,
3279,Identify FEPP HP generated overseas by a Material Safety Data Sheet (MSDS) or HW profile sheet,altLabel,False,True,
3280,May be directed or retrograded to the closest DLA Disposition Services site,altLabel,False,True,
3281,May not be sold directly or indirectly to denied areas,altLabel,False,True,
3282,Processing sales of FEPP,altLabel,False,True,
3283,manufacturing,altLabel,False,True,
3284,Marine Corps Combat Utility Uniform,altLabel,False,True,
3285,marine corps order,altLabel,False,True,
3286,Marine Corps Pattern,altLabel,False,True,
3287,marine corps systems command,altLabel,False,True,
3288,MARAD,altLabel,False,True,
3289,Maritime Administration,altLabel,False,True,
3290,mark,altLabel,True,True,
3291,MARS Program Manager,altLabel,False,True,
3292,material documented as explosive hazard,altLabel,False,True,
3293,material documented as safe,altLabel,False,True,
3294,material potentially presenting an explosive hazard,altLabel,False,True,
3295,materiel potentially presenting an explosive hazard,altLabel,False,True,
3296,material safety data sheet,altLabel,False,True,
3297,Materiel Readiness Component Advisory Group,altLabel,False,True,
3298,materiel release confirmations,altLabel,False,True,
3299,materiel release order,altLabel,False,True,
3300,material shortage,altLabel,False,True,
3301,megahertz,altLabel,False,True,
3302,megapascal,altLabel,False,True,
3303,memorandum of agreement,altLabel,True,True,
3304,memorandum of understanding,altLabel,False,True,
3305,message,altLabel,False,True,
